"","chr","start","CHR_POS","region"
"99347","NC_031791.1",2247363,"NC_031791.1_2247363","Up- or downstream"
"99360","NC_031791.1",2251613,"NC_031791.1_2251613","Promoter"
"99370","NC_031791.1",2260062,"NC_031791.1_2260062","Up- or downstream"
"99371","NC_031791.1",2260094,"NC_031791.1_2260094","Up- or downstream"
"99377","NC_031791.1",2265022,"NC_031791.1_2265022","Intergenic"
"99378","NC_031791.1",2265040,"NC_031791.1_2265040","Intergenic"
"99383","NC_031791.1",2268400,"NC_031791.1_2268400","Intergenic"
"99459","NC_031791.1",2318882,"NC_031791.1_2318882","Gene body"
"99461","NC_031791.1",2319835,"NC_031791.1_2319835","Gene body"
"99463","NC_031791.1",2319841,"NC_031791.1_2319841","Gene body"
"99473","NC_031791.1",2400503,"NC_031791.1_2400503","Intergenic"
"99496","NC_031791.1",2747190,"NC_031791.1_2747190","Intergenic"
"99497","NC_031791.1",2747215,"NC_031791.1_2747215","Intergenic"
"99516","NC_031791.1",2874388,"NC_031791.1_2874388","Up- or downstream"
"99628","NC_031791.1",3141199,"NC_031791.1_3141199","Intergenic"
"99629","NC_031791.1",3141202,"NC_031791.1_3141202","Intergenic"
"99630","NC_031791.1",3141263,"NC_031791.1_3141263","Intergenic"
"99631","NC_031791.1",3141275,"NC_031791.1_3141275","Intergenic"
"99637","NC_031791.1",3164990,"NC_031791.1_3164990","Promoter"
"99638","NC_031791.1",3165000,"NC_031791.1_3165000","Promoter"
"99639","NC_031791.1",3165005,"NC_031791.1_3165005","Promoter"
"99640","NC_031791.1",3165010,"NC_031791.1_3165010","Promoter"
"99641","NC_031791.1",3165030,"NC_031791.1_3165030","Promoter"
"99642","NC_031791.1",3165040,"NC_031791.1_3165040","Promoter"
"99643","NC_031791.1",3165050,"NC_031791.1_3165050","Promoter"
"99644","NC_031791.1",3165076,"NC_031791.1_3165076","Promoter"
"99645","NC_031791.1",3165090,"NC_031791.1_3165090","Promoter"
"99646","NC_031791.1",3165100,"NC_031791.1_3165100","Promoter"
"99686","NC_031791.1",3316897,"NC_031791.1_3316897","Up- or downstream"
"99688","NC_031791.1",3316953,"NC_031791.1_3316953","Up- or downstream"
"99689","NC_031791.1",3317000,"NC_031791.1_3317000","Up- or downstream"
"99765","NC_031791.1",3433288,"NC_031791.1_3433288","Intergenic"
"99787","NC_031791.1",3556295,"NC_031791.1_3556295","Intergenic"
"99791","NC_031791.1",3556344,"NC_031791.1_3556344","Intergenic"
"99794","NC_031791.1",3586771,"NC_031791.1_3586771","Intergenic"
"99798","NC_031791.1",3692383,"NC_031791.1_3692383","Intergenic"
"99805","NC_031791.1",3692483,"NC_031791.1_3692483","Intergenic"
"99807","NC_031791.1",3692579,"NC_031791.1_3692579","Intergenic"
"99845","NC_031791.1",3760940,"NC_031791.1_3760940","Intergenic"
"99848","NC_031791.1",3762380,"NC_031791.1_3762380","Intergenic"
"99944","NC_031791.1",4020235,"NC_031791.1_4020235","Intergenic"
"100004","NC_031791.1",4578637,"NC_031791.1_4578637","Gene body"
"100005","NC_031791.1",4578838,"NC_031791.1_4578838","Gene body"
"100008","NC_031791.1",4610099,"NC_031791.1_4610099","Up- or downstream"
"100035","NC_031791.1",4793558,"NC_031791.1_4793558","Intergenic"
"100036","NC_031791.1",4793565,"NC_031791.1_4793565","Intergenic"
"100062","NC_031791.1",4923563,"NC_031791.1_4923563","Intergenic"
"100064","NC_031791.1",4989561,"NC_031791.1_4989561","Up- or downstream"
"100065","NC_031791.1",4989605,"NC_031791.1_4989605","Up- or downstream"
"100067","NC_031791.1",4989704,"NC_031791.1_4989704","Up- or downstream"
"100068","NC_031791.1",4989707,"NC_031791.1_4989707","Up- or downstream"
"100069","NC_031791.1",4989722,"NC_031791.1_4989722","Up- or downstream"
"100070","NC_031791.1",4989724,"NC_031791.1_4989724","Up- or downstream"
"100071","NC_031791.1",4989729,"NC_031791.1_4989729","Up- or downstream"
"100076","NC_031791.1",5022493,"NC_031791.1_5022493","Gene body"
"100078","NC_031791.1",5022541,"NC_031791.1_5022541","Gene body"
"100079","NC_031791.1",5022545,"NC_031791.1_5022545","Gene body"
"100081","NC_031791.1",5022657,"NC_031791.1_5022657","Gene body"
"100082","NC_031791.1",5022671,"NC_031791.1_5022671","Gene body"
"100083","NC_031791.1",5022685,"NC_031791.1_5022685","Gene body"
"100102","NC_031791.1",5111552,"NC_031791.1_5111552","Intergenic"
"100109","NC_031791.1",5130696,"NC_031791.1_5130696","Intergenic"
"100113","NC_031791.1",5130866,"NC_031791.1_5130866","Intergenic"
"100115","NC_031791.1",5130893,"NC_031791.1_5130893","Intergenic"
"100131","NC_031791.1",5253973,"NC_031791.1_5253973","Intergenic"
"100133","NC_031791.1",5263951,"NC_031791.1_5263951","Intergenic"
"100137","NC_031791.1",5301296,"NC_031791.1_5301296","Intergenic"
"100164","NC_031791.1",5342663,"NC_031791.1_5342663","Intergenic"
"100170","NC_031791.1",5352675,"NC_031791.1_5352675","Intergenic"
"100171","NC_031791.1",5352680,"NC_031791.1_5352680","Intergenic"
"100174","NC_031791.1",5352726,"NC_031791.1_5352726","Intergenic"
"100182","NC_031791.1",5352903,"NC_031791.1_5352903","Intergenic"
"100186","NC_031791.1",5372619,"NC_031791.1_5372619","Intergenic"
"100189","NC_031791.1",5372754,"NC_031791.1_5372754","Intergenic"
"100191","NC_031791.1",5391883,"NC_031791.1_5391883","Intergenic"
"100205","NC_031791.1",5543661,"NC_031791.1_5543661","Intergenic"
"100218","NC_031791.1",5654566,"NC_031791.1_5654566","Intergenic"
"100227","NC_031791.1",5676326,"NC_031791.1_5676326","Promoter"
"100255","NC_031791.1",5721093,"NC_031791.1_5721093","Gene body"
"100264","NC_031791.1",5721426,"NC_031791.1_5721426","Gene body"
"100267","NC_031791.1",5721858,"NC_031791.1_5721858","Gene body"
"100268","NC_031791.1",5721873,"NC_031791.1_5721873","Gene body"
"100273","NC_031791.1",5758403,"NC_031791.1_5758403","Up- or downstream"
"100274","NC_031791.1",5758414,"NC_031791.1_5758414","Up- or downstream"
"100275","NC_031791.1",5758433,"NC_031791.1_5758433","Up- or downstream"
"100276","NC_031791.1",5758438,"NC_031791.1_5758438","Up- or downstream"
"100277","NC_031791.1",5758451,"NC_031791.1_5758451","Up- or downstream"
"100278","NC_031791.1",5758479,"NC_031791.1_5758479","Up- or downstream"
"100283","NC_031791.1",5863538,"NC_031791.1_5863538","Intergenic"
"100284","NC_031791.1",5863546,"NC_031791.1_5863546","Intergenic"
"100286","NC_031791.1",5863588,"NC_031791.1_5863588","Intergenic"
"100289","NC_031791.1",5870025,"NC_031791.1_5870025","Intergenic"
"100294","NC_031791.1",6008849,"NC_031791.1_6008849","Intergenic"
"100304","NC_031791.1",6009059,"NC_031791.1_6009059","Intergenic"
"100305","NC_031791.1",6024985,"NC_031791.1_6024985","Intergenic"
"100306","NC_031791.1",6025003,"NC_031791.1_6025003","Intergenic"
"100307","NC_031791.1",6025005,"NC_031791.1_6025005","Intergenic"
"100309","NC_031791.1",6156303,"NC_031791.1_6156303","Intergenic"
"100314","NC_031791.1",6179136,"NC_031791.1_6179136","Intergenic"
"100321","NC_031791.1",6246861,"NC_031791.1_6246861","Intergenic"
"100322","NC_031791.1",6246863,"NC_031791.1_6246863","Intergenic"
"100329","NC_031791.1",6354037,"NC_031791.1_6354037","Intergenic"
"100330","NC_031791.1",6354185,"NC_031791.1_6354185","Intergenic"
"100334","NC_031791.1",6370013,"NC_031791.1_6370013","Promoter"
"100335","NC_031791.1",6370025,"NC_031791.1_6370025","Promoter"
"100336","NC_031791.1",6370056,"NC_031791.1_6370056","Promoter"
"100337","NC_031791.1",6370065,"NC_031791.1_6370065","Promoter"
"100344","NC_031791.1",6370457,"NC_031791.1_6370457","TSS"
"100358","NC_031791.1",6520656,"NC_031791.1_6520656","Intergenic"
"100365","NC_031791.1",6528825,"NC_031791.1_6528825","Intergenic"
"100366","NC_031791.1",6538525,"NC_031791.1_6538525","Intergenic"
"100422","NC_031791.1",6608407,"NC_031791.1_6608407","Promoter"
"100460","NC_031791.1",6655107,"NC_031791.1_6655107","Up- or downstream"
"100466","NC_031791.1",6655200,"NC_031791.1_6655200","Up- or downstream"
"100535","NC_031792.1",147625,"NC_031792.1_147625","Gene body"
"100588","NC_031792.1",153179,"NC_031792.1_153179","Gene body"
"100591","NC_031792.1",153234,"NC_031792.1_153234","Gene body"
"100640","NC_031792.1",275747,"NC_031792.1_275747","Up- or downstream"
"100643","NC_031792.1",297189,"NC_031792.1_297189","Up- or downstream"
"100647","NC_031792.1",302461,"NC_031792.1_302461","Gene body"
"100677","NC_031792.1",308007,"NC_031792.1_308007","Gene body"
"100679","NC_031792.1",308085,"NC_031792.1_308085","Gene body"
"100682","NC_031792.1",308110,"NC_031792.1_308110","Gene body"
"100694","NC_031792.1",325771,"NC_031792.1_325771","Intergenic"
"100696","NC_031792.1",325936,"NC_031792.1_325936","Intergenic"
"100704","NC_031792.1",361670,"NC_031792.1_361670","Intergenic"
"100705","NC_031792.1",361687,"NC_031792.1_361687","Intergenic"
"100708","NC_031792.1",361702,"NC_031792.1_361702","Intergenic"
"100713","NC_031792.1",361759,"NC_031792.1_361759","Intergenic"
"100714","NC_031792.1",361766,"NC_031792.1_361766","Intergenic"
"100717","NC_031792.1",361788,"NC_031792.1_361788","Intergenic"
"100718","NC_031792.1",361819,"NC_031792.1_361819","Intergenic"
"100719","NC_031792.1",361828,"NC_031792.1_361828","Intergenic"
"100720","NC_031792.1",361832,"NC_031792.1_361832","Intergenic"
"100721","NC_031792.1",361840,"NC_031792.1_361840","Intergenic"
"100722","NC_031792.1",361847,"NC_031792.1_361847","Intergenic"
"100734","NC_031792.1",363008,"NC_031792.1_363008","Intergenic"
"100738","NC_031792.1",373112,"NC_031792.1_373112","Up- or downstream"
"100739","NC_031792.1",373116,"NC_031792.1_373116","Up- or downstream"
"100741","NC_031792.1",376179,"NC_031792.1_376179","Up- or downstream"
"100802","NC_031792.1",564160,"NC_031792.1_564160","Intergenic"
"100804","NC_031792.1",564187,"NC_031792.1_564187","Intergenic"
"100811","NC_031792.1",576163,"NC_031792.1_576163","Intergenic"
"100812","NC_031792.1",576170,"NC_031792.1_576170","Intergenic"
"100824","NC_031792.1",576456,"NC_031792.1_576456","Intergenic"
"100873","NC_031792.1",614687,"NC_031792.1_614687","Intergenic"
"100874","NC_031792.1",614715,"NC_031792.1_614715","Intergenic"
"100875","NC_031792.1",614726,"NC_031792.1_614726","Intergenic"
"100876","NC_031792.1",614731,"NC_031792.1_614731","Intergenic"
"100879","NC_031792.1",622565,"NC_031792.1_622565","Intergenic"
"100887","NC_031792.1",631929,"NC_031792.1_631929","Intergenic"
"100923","NC_031792.1",664502,"NC_031792.1_664502","Intergenic"
"100941","NC_031792.1",672523,"NC_031792.1_672523","Intergenic"
"100942","NC_031792.1",672528,"NC_031792.1_672528","Intergenic"
"100948","NC_031792.1",728685,"NC_031792.1_728685","Intergenic"
"100949","NC_031792.1",728719,"NC_031792.1_728719","Intergenic"
"100950","NC_031792.1",728740,"NC_031792.1_728740","Intergenic"
"100951","NC_031792.1",728744,"NC_031792.1_728744","Intergenic"
"100952","NC_031792.1",728784,"NC_031792.1_728784","Intergenic"
"100953","NC_031792.1",734909,"NC_031792.1_734909","Intergenic"
"100957","NC_031792.1",735065,"NC_031792.1_735065","Intergenic"
"100958","NC_031792.1",735082,"NC_031792.1_735082","Intergenic"
"100959","NC_031792.1",735090,"NC_031792.1_735090","Intergenic"
"100967","NC_031792.1",739829,"NC_031792.1_739829","Intergenic"
"100970","NC_031792.1",739936,"NC_031792.1_739936","Intergenic"
"100977","NC_031792.1",742063,"NC_031792.1_742063","Intergenic"
"100985","NC_031792.1",742139,"NC_031792.1_742139","Intergenic"
"100995","NC_031792.1",760255,"NC_031792.1_760255","Intergenic"
"100996","NC_031792.1",760282,"NC_031792.1_760282","Intergenic"
"100997","NC_031792.1",760303,"NC_031792.1_760303","Intergenic"
"100999","NC_031792.1",760339,"NC_031792.1_760339","Intergenic"
"101001","NC_031792.1",760365,"NC_031792.1_760365","Intergenic"
"101038","NC_031792.1",791885,"NC_031792.1_791885","Up- or downstream"
"101041","NC_031792.1",791937,"NC_031792.1_791937","Up- or downstream"
"101044","NC_031792.1",791960,"NC_031792.1_791960","Up- or downstream"
"101070","NC_031792.1",873904,"NC_031792.1_873904","Promoter"
"101075","NC_031792.1",877858,"NC_031792.1_877858","Gene body"
"101120","NC_031792.1",982171,"NC_031792.1_982171","Intergenic"
"101123","NC_031792.1",982302,"NC_031792.1_982302","Intergenic"
"101128","NC_031792.1",982445,"NC_031792.1_982445","Intergenic"
"101141","NC_031792.1",1034907,"NC_031792.1_1034907","Intergenic"
"101143","NC_031792.1",1035063,"NC_031792.1_1035063","Intergenic"
"101151","NC_031792.1",1044288,"NC_031792.1_1044288","Intergenic"
"101156","NC_031792.1",1044366,"NC_031792.1_1044366","Intergenic"
"101158","NC_031792.1",1044388,"NC_031792.1_1044388","Intergenic"
"101159","NC_031792.1",1044406,"NC_031792.1_1044406","Intergenic"
"101175","NC_031792.1",1068227,"NC_031792.1_1068227","Up- or downstream"
"101192","NC_031792.1",1092033,"NC_031792.1_1092033","Gene body"
"101193","NC_031792.1",1092048,"NC_031792.1_1092048","Gene body"
"101194","NC_031792.1",1092051,"NC_031792.1_1092051","Gene body"
"101195","NC_031792.1",1092062,"NC_031792.1_1092062","Gene body"
"101196","NC_031792.1",1092077,"NC_031792.1_1092077","Gene body"
"101197","NC_031792.1",1092083,"NC_031792.1_1092083","Gene body"
"101198","NC_031792.1",1092117,"NC_031792.1_1092117","Gene body"
"101205","NC_031792.1",1095836,"NC_031792.1_1095836","Gene body"
"101209","NC_031792.1",1134870,"NC_031792.1_1134870","Promoter"
"101214","NC_031792.1",1138219,"NC_031792.1_1138219","Gene body"
"101215","NC_031792.1",1138221,"NC_031792.1_1138221","Gene body"
"101216","NC_031792.1",1151523,"NC_031792.1_1151523","Up- or downstream"
"101222","NC_031792.1",1157434,"NC_031792.1_1157434","Up- or downstream"
"101228","NC_031792.1",1179091,"NC_031792.1_1179091","Promoter"
"101229","NC_031792.1",1179162,"NC_031792.1_1179162","Promoter"
"101230","NC_031792.1",1179206,"NC_031792.1_1179206","Promoter"
"101231","NC_031792.1",1179217,"NC_031792.1_1179217","Promoter"
"101243","NC_031792.1",1204327,"NC_031792.1_1204327","Gene body"
"101251","NC_031792.1",1204442,"NC_031792.1_1204442","Gene body"
"101252","NC_031792.1",1204449,"NC_031792.1_1204449","Gene body"
"101260","NC_031792.1",1210962,"NC_031792.1_1210962","Up- or downstream"
"101276","NC_031792.1",1470379,"NC_031792.1_1470379","Intergenic"
"101277","NC_031792.1",1470383,"NC_031792.1_1470383","Intergenic"
"101288","NC_031792.1",1525075,"NC_031792.1_1525075","Intergenic"
"101289","NC_031792.1",1525077,"NC_031792.1_1525077","Intergenic"
"101290","NC_031792.1",1525091,"NC_031792.1_1525091","Intergenic"
"101292","NC_031792.1",1525167,"NC_031792.1_1525167","Intergenic"
"101293","NC_031792.1",1525185,"NC_031792.1_1525185","Intergenic"
"101294","NC_031792.1",1525403,"NC_031792.1_1525403","Intergenic"
"101295","NC_031792.1",1525438,"NC_031792.1_1525438","Intergenic"
"101304","NC_031792.1",1550341,"NC_031792.1_1550341","Intergenic"
"101316","NC_031792.1",1550814,"NC_031792.1_1550814","Intergenic"
"101334","NC_031792.1",1638723,"NC_031792.1_1638723","Intergenic"
"101335","NC_031792.1",1638756,"NC_031792.1_1638756","Intergenic"
"101336","NC_031792.1",1638844,"NC_031792.1_1638844","Intergenic"
"101337","NC_031792.1",1638881,"NC_031792.1_1638881","Intergenic"
"101343","NC_031792.1",1760548,"NC_031792.1_1760548","Promoter"
"101347","NC_031792.1",1783029,"NC_031792.1_1783029","Promoter"
"101446","NC_031792.1",1878201,"NC_031792.1_1878201","Intergenic"
"101468","NC_031792.1",1939639,"NC_031792.1_1939639","Intergenic"
"101469","NC_031792.1",1939673,"NC_031792.1_1939673","Intergenic"
"101472","NC_031792.1",1992450,"NC_031792.1_1992450","Intergenic"
"101474","NC_031792.1",1999551,"NC_031792.1_1999551","Intergenic"
"101488","NC_031792.1",2057232,"NC_031792.1_2057232","Intergenic"
"101489","NC_031792.1",2057252,"NC_031792.1_2057252","Intergenic"
"101491","NC_031792.1",2057332,"NC_031792.1_2057332","Intergenic"
"101497","NC_031792.1",2110351,"NC_031792.1_2110351","Intergenic"
"101519","NC_031792.1",2216188,"NC_031792.1_2216188","Promoter"
"101520","NC_031792.1",2216219,"NC_031792.1_2216219","Promoter"
"101569","NC_031792.1",2444754,"NC_031792.1_2444754","Gene body"
"101572","NC_031792.1",2444934,"NC_031792.1_2444934","Gene body"
"101581","NC_031792.1",2629314,"NC_031792.1_2629314","Gene body"
"101583","NC_031792.1",2629415,"NC_031792.1_2629415","Gene body"
"101604","NC_031792.1",2708230,"NC_031792.1_2708230","Intergenic"
"101671","NC_031792.1",3084240,"NC_031792.1_3084240","Intergenic"
"101701","NC_031792.1",3218997,"NC_031792.1_3218997","Gene body"
"101715","NC_031792.1",3241860,"NC_031792.1_3241860","Gene body"
"101716","NC_031792.1",3347192,"NC_031792.1_3347192","Intergenic"
"101719","NC_031792.1",3536847,"NC_031792.1_3536847","Up- or downstream"
"101720","NC_031792.1",3536871,"NC_031792.1_3536871","Up- or downstream"
"101723","NC_031792.1",3536995,"NC_031792.1_3536995","Up- or downstream"
"101840","NC_031792.1",3795174,"NC_031792.1_3795174","Intergenic"
"101841","NC_031792.1",3795196,"NC_031792.1_3795196","Intergenic"
"101882","NC_031792.1",3839814,"NC_031792.1_3839814","Gene body"
"101887","NC_031792.1",3851251,"NC_031792.1_3851251","Gene body"
"101889","NC_031792.1",3851289,"NC_031792.1_3851289","Gene body"
"101892","NC_031792.1",3863958,"NC_031792.1_3863958","Gene body"
"101915","NC_031792.1",3889126,"NC_031792.1_3889126","Gene body"
"101916","NC_031792.1",3889130,"NC_031792.1_3889130","Gene body"
"101939","NC_031792.1",4078788,"NC_031792.1_4078788","Gene body"
"101945","NC_031792.1",4115339,"NC_031792.1_4115339","Gene body"
"101971","NC_031792.1",4216705,"NC_031792.1_4216705","Intergenic"
"101978","NC_031792.1",4246093,"NC_031792.1_4246093","Intergenic"
"101999","NC_031792.1",4274474,"NC_031792.1_4274474","Intergenic"
"102001","NC_031792.1",4290237,"NC_031792.1_4290237","Intergenic"
"102003","NC_031792.1",4290283,"NC_031792.1_4290283","Intergenic"
"102004","NC_031792.1",4290287,"NC_031792.1_4290287","Intergenic"
"102007","NC_031792.1",4290443,"NC_031792.1_4290443","Intergenic"
"102024","NC_031792.1",4347021,"NC_031792.1_4347021","Intergenic"
"102041","NC_031792.1",4408501,"NC_031792.1_4408501","Intergenic"
"102043","NC_031792.1",4408565,"NC_031792.1_4408565","Intergenic"
"102047","NC_031792.1",4408700,"NC_031792.1_4408700","Intergenic"
"102081","NC_031792.1",4743945,"NC_031792.1_4743945","Intergenic"
"102088","NC_031792.1",4752911,"NC_031792.1_4752911","Up- or downstream"
"102109","NC_031792.1",5035380,"NC_031792.1_5035380","Gene body"
"102134","NC_031792.1",5099345,"NC_031792.1_5099345","Up- or downstream"
"102139","NC_031792.1",5194215,"NC_031792.1_5194215","Intergenic"
"102160","NC_031792.1",5239624,"NC_031792.1_5239624","Gene body"
"102161","NC_031792.1",5239757,"NC_031792.1_5239757","Gene body"
"102163","NC_031792.1",5289963,"NC_031792.1_5289963","Gene body"
"102164","NC_031792.1",5289990,"NC_031792.1_5289990","Gene body"
"102167","NC_031792.1",5290108,"NC_031792.1_5290108","Gene body"
"102170","NC_031792.1",5345125,"NC_031792.1_5345125","Intergenic"
"102171","NC_031792.1",5345266,"NC_031792.1_5345266","Intergenic"
"102172","NC_031792.1",5487015,"NC_031792.1_5487015","Intergenic"
"102177","NC_031792.1",5487066,"NC_031792.1_5487066","Intergenic"
"102178","NC_031792.1",5487167,"NC_031792.1_5487167","Intergenic"
"102185","NC_031792.1",5540304,"NC_031792.1_5540304","Intergenic"
"102188","NC_031792.1",5588540,"NC_031792.1_5588540","Intergenic"
"102190","NC_031792.1",5618548,"NC_031792.1_5618548","Intergenic"
"102191","NC_031792.1",5618567,"NC_031792.1_5618567","Intergenic"
"102224","NC_031792.1",5932478,"NC_031792.1_5932478","Intergenic"
"102236","NC_031792.1",5933900,"NC_031792.1_5933900","Intergenic"
"102237","NC_031792.1",5933913,"NC_031792.1_5933913","Intergenic"
"102238","NC_031792.1",5933925,"NC_031792.1_5933925","Intergenic"
"102248","NC_031792.1",5948689,"NC_031792.1_5948689","Intergenic"
"102249","NC_031792.1",5948700,"NC_031792.1_5948700","Intergenic"
"102250","NC_031792.1",5948710,"NC_031792.1_5948710","Intergenic"
"102254","NC_031792.1",5948837,"NC_031792.1_5948837","Intergenic"
"102278","NC_031792.1",5976822,"NC_031792.1_5976822","Intergenic"
"102279","NC_031792.1",5976830,"NC_031792.1_5976830","Intergenic"
"102284","NC_031792.1",5978825,"NC_031792.1_5978825","Intergenic"
"102289","NC_031792.1",5989515,"NC_031792.1_5989515","Intergenic"
"102296","NC_031792.1",5989671,"NC_031792.1_5989671","Intergenic"
"102339","NC_031792.1",6050256,"NC_031792.1_6050256","Gene body"
"102365","NC_031792.1",6216373,"NC_031792.1_6216373","Intergenic"
"102372","NC_031792.1",6448510,"NC_031792.1_6448510","Gene body"
"102373","NC_031792.1",6448527,"NC_031792.1_6448527","Gene body"
"102376","NC_031792.1",6449596,"NC_031792.1_6449596","Gene body"
"102388","NC_031792.1",6493839,"NC_031792.1_6493839","Promoter"
"102417","NC_031792.1",6763889,"NC_031792.1_6763889","Gene body"
"102423","NC_031792.1",6802362,"NC_031792.1_6802362","Intergenic"
"102428","NC_031792.1",6802389,"NC_031792.1_6802389","Intergenic"
"102429","NC_031792.1",6802410,"NC_031792.1_6802410","Intergenic"
"102432","NC_031792.1",6802439,"NC_031792.1_6802439","Intergenic"
"102433","NC_031792.1",6802442,"NC_031792.1_6802442","Intergenic"
"102434","NC_031792.1",6802444,"NC_031792.1_6802444","Intergenic"
"102435","NC_031792.1",6802467,"NC_031792.1_6802467","Intergenic"
"102439","NC_031793.1",59761,"NC_031793.1_59761","Promoter"
"102441","NC_031793.1",59868,"NC_031793.1_59868","Promoter"
"102442","NC_031793.1",59886,"NC_031793.1_59886","Promoter"
"102472","NC_031793.1",232458,"NC_031793.1_232458","Intergenic"
"102516","NC_031793.1",245413,"NC_031793.1_245413","Intergenic"
"102519","NC_031793.1",245477,"NC_031793.1_245477","Intergenic"
"102521","NC_031793.1",245486,"NC_031793.1_245486","Intergenic"
"102527","NC_031793.1",245544,"NC_031793.1_245544","Intergenic"
"102528","NC_031793.1",245566,"NC_031793.1_245566","Intergenic"
"102552","NC_031793.1",292073,"NC_031793.1_292073","Intergenic"
"102555","NC_031793.1",292117,"NC_031793.1_292117","Intergenic"
"102558","NC_031793.1",292140,"NC_031793.1_292140","Intergenic"
"102568","NC_031793.1",319511,"NC_031793.1_319511","Up- or downstream"
"102569","NC_031793.1",319613,"NC_031793.1_319613","Up- or downstream"
"102570","NC_031793.1",319670,"NC_031793.1_319670","Up- or downstream"
"102573","NC_031793.1",354918,"NC_031793.1_354918","Up- or downstream"
"102575","NC_031793.1",356110,"NC_031793.1_356110","Up- or downstream"
"102587","NC_031793.1",367816,"NC_031793.1_367816","Up- or downstream"
"102606","NC_031793.1",373563,"NC_031793.1_373563","Promoter"
"102611","NC_031793.1",373594,"NC_031793.1_373594","Promoter"
"102612","NC_031793.1",373616,"NC_031793.1_373616","Promoter"
"102614","NC_031793.1",373687,"NC_031793.1_373687","Promoter"
"102632","NC_031793.1",408322,"NC_031793.1_408322","Up- or downstream"
"102675","NC_031793.1",476966,"NC_031793.1_476966","Up- or downstream"
"102741","NC_031793.1",596714,"NC_031793.1_596714","Promoter"
"102781","NC_031793.1",655206,"NC_031793.1_655206","Intergenic"
"102794","NC_031793.1",684932,"NC_031793.1_684932","Gene body"
"102796","NC_031793.1",684986,"NC_031793.1_684986","Gene body"
"102843","NC_031793.1",796505,"NC_031793.1_796505","Promoter"
"102927","NC_031793.1",935511,"NC_031793.1_935511","Promoter"
"102970","NC_031793.1",979542,"NC_031793.1_979542","Up- or downstream"
"102972","NC_031793.1",979556,"NC_031793.1_979556","Up- or downstream"
"102982","NC_031794.1",48186,"NC_031794.1_48186","Gene body"
"102984","NC_031794.1",48290,"NC_031794.1_48290","Gene body"
"102985","NC_031794.1",48298,"NC_031794.1_48298","Gene body"
"102986","NC_031794.1",48334,"NC_031794.1_48334","Gene body"
"103012","NC_031794.1",117974,"NC_031794.1_117974","Up- or downstream"
"103015","NC_031794.1",117996,"NC_031794.1_117996","Up- or downstream"
"103016","NC_031794.1",118018,"NC_031794.1_118018","Up- or downstream"
"103020","NC_031794.1",141490,"NC_031794.1_141490","TSS"
"103028","NC_031794.1",141574,"NC_031794.1_141574","Promoter"
"103035","NC_031794.1",141637,"NC_031794.1_141637","Promoter"
"103036","NC_031794.1",141641,"NC_031794.1_141641","Promoter"
"103050","NC_031794.1",177321,"NC_031794.1_177321","Up- or downstream"
"103052","NC_031794.1",177386,"NC_031794.1_177386","Up- or downstream"
"103116","NC_031794.1",222555,"NC_031794.1_222555","Promoter"
"103154","NC_031794.1",250522,"NC_031794.1_250522","Up- or downstream"
"103158","NC_031794.1",252510,"NC_031794.1_252510","Up- or downstream"
"103163","NC_031794.1",252648,"NC_031794.1_252648","Up- or downstream"
"103164","NC_031794.1",252660,"NC_031794.1_252660","Up- or downstream"
"103166","NC_031794.1",252702,"NC_031794.1_252702","Up- or downstream"
"103169","NC_031794.1",258322,"NC_031794.1_258322","Up- or downstream"
"103170","NC_031794.1",258360,"NC_031794.1_258360","Up- or downstream"
"103175","NC_031794.1",263637,"NC_031794.1_263637","Gene body"
"103177","NC_031794.1",266184,"NC_031794.1_266184","Gene body"
"103179","NC_031794.1",266257,"NC_031794.1_266257","Gene body"
"103181","NC_031794.1",284800,"NC_031794.1_284800","Gene body"
"103182","NC_031794.1",284867,"NC_031794.1_284867","Gene body"
"103185","NC_031794.1",284972,"NC_031794.1_284972","Gene body"
"103191","NC_031794.1",287151,"NC_031794.1_287151","Gene body"
"103194","NC_031794.1",294515,"NC_031794.1_294515","Gene body"
"103196","NC_031794.1",294565,"NC_031794.1_294565","Gene body"
"103213","NC_031794.1",326710,"NC_031794.1_326710","Up- or downstream"
"103214","NC_031794.1",326712,"NC_031794.1_326712","Up- or downstream"
"103215","NC_031794.1",326715,"NC_031794.1_326715","Up- or downstream"
"103217","NC_031794.1",326755,"NC_031794.1_326755","Up- or downstream"
"103218","NC_031794.1",326783,"NC_031794.1_326783","Up- or downstream"
"103219","NC_031794.1",326786,"NC_031794.1_326786","Up- or downstream"
"103233","NC_031794.1",327225,"NC_031794.1_327225","Up- or downstream"
"103330","NC_031794.1",377282,"NC_031794.1_377282","TSS"
"103331","NC_031794.1",377289,"NC_031794.1_377289","TSS"
"103347","NC_031794.1",382695,"NC_031794.1_382695","Gene body"
"103360","NC_031794.1",384667,"NC_031794.1_384667","Promoter"
"103397","NC_031794.1",451399,"NC_031794.1_451399","Up- or downstream"
"103419","NC_031794.1",576502,"NC_031794.1_576502","Gene body"
"103451","NC_031794.1",662795,"NC_031794.1_662795","Up- or downstream"
"103454","NC_031794.1",668315,"NC_031794.1_668315","TSS"
"103455","NC_031794.1",668351,"NC_031794.1_668351","TSS"
"103469","NC_031794.1",718802,"NC_031794.1_718802","Up- or downstream"
"103489","NC_031795.1",44885,"NC_031795.1_44885","Up- or downstream"
"103519","NC_031795.1",78198,"NC_031795.1_78198","Intergenic"
